,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Exp_Date,Current Date,Time to Maturity
530,SPXW191223C02925000,2019-11-25 1:02PM EST,2925,209.79,214.3,218.1,0.0,-,-,1,26.75%,2019-12-23,2019-12-10,13
531,SPXW191223C02945000,2019-11-25 1:02PM EST,2945,190.81,194.8,198.4,0.0,-,-,1,25.06%,2019-12-23,2019-12-10,13
532,SPXW191223C02960000,2019-11-18 9:57AM EST,2960,165.64,180.5,184.2,0.0,-,-,2,24.28%,2019-12-23,2019-12-10,13
533,SPXW191223C02970000,2019-11-18 9:57AM EST,2970,156.61,170.8,174.3,0.0,-,-,2,23.34%,2019-12-23,2019-12-10,13
534,SPXW191223C03000000,2019-12-09 3:56PM EST,3000,145.01,141.8,145.2,0.0,-,3,2,20.89%,2019-12-23,2019-12-10,13
535,SPXW191223C03020000,2019-12-09 3:06PM EST,3020,128.46,123.4,127.5,0.0,-,3,13,20.28%,2019-12-23,2019-12-10,13
536,SPXW191223C03025000,2019-12-05 12:48PM EST,3025,99.11,119.6,122.4,0.0,-,1,1,19.64%,2019-12-23,2019-12-10,13
537,SPXW191223C03035000,2019-11-18 12:04AM EST,3035,95.04,109.6,113.1,0.0,-,-,1,18.91%,2019-12-23,2019-12-10,13
538,SPXW191223C03040000,2019-11-18 12:04AM EST,3040,96.47,105.3,109.3,0.0,-,-,49,19.03%,2019-12-23,2019-12-10,13
539,SPXW191223C03045000,2019-12-05 10:17AM EST,3045,104.94,101.0,103.9,0.0,-,1,5,18.19%,2019-12-23,2019-12-10,13
540,SPXW191223C03050000,2019-12-04 2:50PM EST,3050,100.24,96.6,99.7,0.0,-,1,14,18.03%,2019-12-23,2019-12-10,13
541,SPXW191223C03055000,2019-12-05 1:50PM EST,3055,77.35,93.4,94.6,0.0,-,-,4,17.35%,2019-12-23,2019-12-10,13
542,SPXW191223C03060000,2019-12-04 11:02AM EST,3060,72.08,89.2,90.3,0.0,-,2,17,17.10%,2019-12-23,2019-12-10,13
543,SPXW191223C03065000,2019-12-06 3:33PM EST,3065,94.86,84.4,85.7,0.0,-,2,7,16.67%,2019-12-23,2019-12-10,13
544,SPXW191223C03070000,2019-12-05 2:39PM EST,3070,68.0,80.7,81.8,0.0,-,10,19,16.59%,2019-12-23,2019-12-10,13
545,SPXW191223C03075000,2019-12-06 3:33PM EST,3075,86.14,76.3,77.3,0.0,-,3,19,16.17%,2019-12-23,2019-12-10,13
546,SPXW191223C03080000,2019-12-06 9:37AM EST,3080,75.8,72.3,72.7,0.0,-,1,26,15.68%,2019-12-23,2019-12-10,13
547,SPXW191223C03085000,2019-12-09 12:17PM EST,3085,73.59,68.1,68.5,0.0,-,1,34,15.36%,2019-12-23,2019-12-10,13
548,SPXW191223C03090000,2019-12-10 11:55AM EST,3090,65.02,63.9,64.4,-3.2,-4.69%,1,53,15.07%,2019-12-23,2019-12-10,13
549,SPXW191223C03095000,2019-12-10 11:55AM EST,3095,61.11,60.0,60.4,-4.59,-6.99%,1,86,14.79%,2019-12-23,2019-12-10,13
550,SPXW191223C03100000,2019-12-09 12:17PM EST,3100,60.09,56.1,56.5,0.0,-,8,598,14.53%,2019-12-23,2019-12-10,13
551,SPXW191223C03105000,2019-12-09 11:32AM EST,3105,57.55,52.2,52.7,0.0,-,7,84,14.27%,2019-12-23,2019-12-10,13
552,SPXW191223C03110000,2019-12-09 3:28PM EST,3110,52.43,48.2,48.6,0.0,-,7,57,13.85%,2019-12-23,2019-12-10,13
553,SPXW191223C03115000,2019-12-10 9:46AM EST,3115,45.4,44.5,44.8,-6.4,-12.36%,13,28,13.53%,2019-12-23,2019-12-10,13
554,SPXW191223C03120000,2019-12-10 11:14AM EST,3120,41.0,41.0,41.4,-2.64,-6.05%,7,157,13.33%,2019-12-23,2019-12-10,13
555,SPXW191223C03125000,2019-12-10 11:14AM EST,3125,37.5,37.5,37.9,-4.04,-9.73%,25,954,13.04%,2019-12-23,2019-12-10,13
556,SPXW191223C03130000,2019-12-10 9:59AM EST,3130,31.7,34.1,34.4,-5.8,-15.47%,1,277,12.71%,2019-12-23,2019-12-10,13
557,SPXW191223C03135000,2019-12-10 12:52PM EST,3135,29.13,30.8,31.1,-4.97,-14.57%,80,41,12.42%,2019-12-23,2019-12-10,13
558,SPXW191223C03140000,2019-12-10 12:52PM EST,3140,26.11,27.6,27.9,-3.52,-11.88%,50,368,12.11%,2019-12-23,2019-12-10,13
559,SPXW191223C03145000,2019-12-10 12:52PM EST,3145,23.25,24.4,24.8,-2.58,-9.99%,18,256,11.79%,2019-12-23,2019-12-10,13
560,SPXW191223C03150000,2019-12-10 1:15PM EST,3150,22.11,21.9,22.2,-0.94,-4.08%,81,4406,11.61%,2019-12-23,2019-12-10,13
561,SPXW191223C03155000,2019-12-10 9:59AM EST,3155,17.4,19.0,19.4,-2.0,-10.31%,1,1977,11.28%,2019-12-23,2019-12-10,13
562,SPXW191223C03160000,2019-12-10 12:34PM EST,3160,16.1,16.6,16.8,-2.05,-11.29%,23,715,10.97%,2019-12-23,2019-12-10,13
563,SPXW191223C03165000,2019-12-10 1:05PM EST,3165,14.3,14.3,14.5,-1.95,-12.00%,28,270,10.72%,2019-12-23,2019-12-10,13
564,SPXW191223C03170000,2019-12-10 11:58AM EST,3170,12.3,12.3,12.5,-0.45,-3.53%,27,716,10.52%,2019-12-23,2019-12-10,13
565,SPXW191223C03175000,2019-12-10 12:56PM EST,3175,9.9,10.2,10.5,-1.0,-9.17%,251,514,10.24%,2019-12-23,2019-12-10,13
566,SPXW191223C03180000,2019-12-10 12:58PM EST,3180,8.7,8.6,8.8,-1.5,-14.71%,56,493,10.03%,2019-12-23,2019-12-10,13
567,SPXW191223C03185000,2019-12-10 1:26PM EST,3185,7.2,7.1,7.2,-1.28,-15.09%,94,638,9.76%,2019-12-23,2019-12-10,13
568,SPXW191223C03190000,2019-12-10 1:26PM EST,3190,5.9,5.8,6.0,-1.3,-18.06%,80,1682,9.63%,2019-12-23,2019-12-10,13
569,SPXW191223C03195000,2019-12-10 12:58PM EST,3195,4.75,4.6,4.8,-0.45,-8.65%,56,193,9.40%,2019-12-23,2019-12-10,13
570,SPXW191223C03200000,2019-12-10 12:52PM EST,3200,3.6,3.8,3.9,-1.3,-26.53%,46,942,9.27%,2019-12-23,2019-12-10,13
571,SPXW191223C03205000,2019-12-10 11:20AM EST,3205,3.0,3.0,3.2,-0.5,-14.29%,104,177,9.21%,2019-12-23,2019-12-10,13
572,SPXW191223C03210000,2019-12-10 11:00AM EST,3210,2.65,2.35,2.5,-0.6,-18.46%,5,324,9.04%,2019-12-23,2019-12-10,13
573,SPXW191223C03215000,2019-12-10 11:12AM EST,3215,2.07,1.85,2.0,-0.56,-21.29%,16,250,8.97%,2019-12-23,2019-12-10,13
574,SPXW191223C03220000,2019-12-10 1:11PM EST,3220,1.54,1.5,1.6,-0.64,-29.36%,7,159,8.92%,2019-12-23,2019-12-10,13
575,SPXW191223C03225000,2019-12-10 1:20PM EST,3225,1.28,1.2,1.3,-0.47,-26.86%,1,271,8.91%,2019-12-23,2019-12-10,13
576,SPXW191223C03230000,2019-12-10 1:11PM EST,3230,1.02,1.0,1.1,-0.48,-32.00%,28,149,8.99%,2019-12-23,2019-12-10,13
577,SPXW191223C03235000,2019-12-10 9:38AM EST,3235,0.87,0.8,0.9,-0.74,-45.96%,38,20,9.02%,2019-12-23,2019-12-10,13
578,SPXW191223C03240000,2019-12-10 11:06AM EST,3240,0.79,0.65,0.8,-0.22,-21.78%,10,84,9.18%,2019-12-23,2019-12-10,13
579,SPXW191223C03245000,2019-12-10 11:19AM EST,3245,0.65,0.55,0.65,-0.52,-44.44%,1,31,9.19%,2019-12-23,2019-12-10,13
580,SPXW191223C03250000,2019-12-10 12:22PM EST,3250,0.55,0.45,0.6,-0.2,-26.67%,1,425,9.41%,2019-12-23,2019-12-10,13
581,SPXW191223C03260000,2019-12-09 2:13PM EST,3260,0.52,0.35,0.45,0.0,-,16,69,9.64%,2019-12-23,2019-12-10,13
582,SPXW191223C03270000,2019-12-09 3:17PM EST,3270,0.45,0.25,0.4,0.0,-,1,5,10.10%,2019-12-23,2019-12-10,13
583,SPXW191223C03275000,2019-12-05 12:39PM EST,3275,0.25,0.2,0.35,0.0,-,2,26,10.22%,2019-12-23,2019-12-10,13
584,SPXW191223C03280000,2019-12-09 10:45AM EST,3280,0.5,0.2,0.35,0.0,-,2,65,10.53%,2019-12-23,2019-12-10,13
585,SPXW191223C03290000,2019-12-09 11:37AM EST,3290,0.3,0.15,0.25,0.0,-,5,5,10.65%,2019-12-23,2019-12-10,13
586,SPXW191223C03300000,2019-12-09 3:01PM EST,3300,0.25,0.1,0.25,0.0,-,292,295,11.23%,2019-12-23,2019-12-10,13
587,SPXW191223C03310000,2019-12-06 2:44PM EST,3310,0.35,0.1,0.25,0.0,-,20,20,11.81%,2019-12-23,2019-12-10,13
588,SPXW191223C03325000,2019-12-06 1:59PM EST,3325,0.29,0.05,0.2,0.0,-,63,95,12.33%,2019-12-23,2019-12-10,13
589,SPXW191223C03350000,2019-12-06 1:59PM EST,3350,0.17,0.05,0.2,0.0,-,8,12,13.70%,2019-12-23,2019-12-10,13
590,SPXW191223C03375000,2019-12-09 10:55AM EST,3375,0.1,0.0,0.15,0.0,-,6458,6542,14.58%,2019-12-23,2019-12-10,13
591,SPXW191223C03450000,2019-11-26 9:56AM EST,3450,0.15,0.0,0.1,0.0,-,14,16,17.65%,2019-12-23,2019-12-10,13
592,SPXW191224C02100000,2019-12-06 4:01PM EST,2100,1044.3,1033.7,1040.1,0.0,-,1,1,75.71%,2019-12-24,2019-12-10,14
593,SPXW191224C02625000,2019-11-22 4:13PM EST,2625,485.94,510.8,515.2,0.0,-,3,3,48.34%,2019-12-24,2019-12-10,14
594,SPXW191224C02990000,2019-11-26 2:25PM EST,2990,154.53,151.7,155.9,0.0,-,-,2,21.74%,2019-12-24,2019-12-10,14
595,SPXW191224C03005000,2019-11-26 2:25PM EST,3005,140.73,137.8,141.8,0.0,-,-,2,20.77%,2019-12-24,2019-12-10,14
596,SPXW191224C03025000,2019-12-02 4:01PM EST,3025,108.0,120.4,123.2,0.0,-,1,4,19.46%,2019-12-24,2019-12-10,14
597,SPXW191224C03030000,2019-12-02 4:01PM EST,3030,103.7,115.1,118.3,0.0,-,-,1,18.96%,2019-12-24,2019-12-10,14
598,SPXW191224C03040000,2019-12-03 10:36AM EST,3040,72.4,106.9,109.6,0.0,-,-,5,18.55%,2019-12-24,2019-12-10,14
599,SPXW191224C03045000,2019-12-03 4:02PM EST,3045,75.3,102.7,104.6,0.0,-,-,3,17.96%,2019-12-24,2019-12-10,14
600,SPXW191224C03050000,2019-11-20 4:26AM EST,3050,84.19,98.3,99.4,0.0,-,-,1,17.26%,2019-12-24,2019-12-10,14
601,SPXW191224C03055000,2019-11-26 10:13AM EST,3055,95.08,94.2,95.3,0.0,-,-,1,17.14%,2019-12-24,2019-12-10,14
602,SPXW191224C03060000,2019-11-26 10:13AM EST,3060,90.83,89.8,91.0,0.0,-,-,1,16.89%,2019-12-24,2019-12-10,14
603,SPXW191224C03065000,2019-12-04 12:43PM EST,3065,72.84,85.5,86.6,0.0,-,-,10,16.56%,2019-12-24,2019-12-10,14
604,SPXW191224C03075000,2019-12-09 11:42AM EST,3075,82.88,77.3,77.8,0.0,-,1,404,15.86%,2019-12-24,2019-12-10,14
605,SPXW191224C03080000,2019-12-06 10:55AM EST,3080,81.95,73.3,73.8,0.0,-,11,40,15.66%,2019-12-24,2019-12-10,14
606,SPXW191224C03085000,2019-12-10 12:23PM EST,3085,68.28,68.9,69.4,-6.1,-8.20%,8,12,15.26%,2019-12-24,2019-12-10,14
607,SPXW191224C03090000,2019-12-10 12:11PM EST,3090,65.08,65.0,65.5,-5.39,-7.65%,5,47,15.05%,2019-12-24,2019-12-10,14
608,SPXW191224C03095000,2019-12-06 11:48AM EST,3095,71.21,60.8,61.3,0.0,-,2,11,14.69%,2019-12-24,2019-12-10,14
609,SPXW191224C03100000,2019-12-10 11:14AM EST,3100,57.63,57.0,57.5,-6.8,-10.55%,31,59,14.47%,2019-12-24,2019-12-10,14
610,SPXW191224C03105000,2019-12-10 12:01PM EST,3105,53.45,53.1,53.6,-2.02,-3.64%,7,48,14.17%,2019-12-24,2019-12-10,14
611,SPXW191224C03110000,2019-12-10 9:58AM EST,3110,46.35,49.4,49.8,-5.59,-10.76%,30,95,13.88%,2019-12-24,2019-12-10,14
612,SPXW191224C03115000,2019-12-10 11:17AM EST,3115,46.2,45.7,46.2,-6.53,-12.38%,24,54,13.64%,2019-12-24,2019-12-10,14
613,SPXW191224C03120000,2019-12-10 10:25AM EST,3120,41.8,41.9,42.4,-4.28,-9.29%,29,95,13.28%,2019-12-24,2019-12-10,14
614,SPXW191224C03125000,2019-12-09 11:40AM EST,3125,42.9,38.7,39.1,0.0,-,2,162,13.08%,2019-12-24,2019-12-10,14
615,SPXW191224C03130000,2019-12-10 9:52AM EST,3130,32.78,35.0,35.4,-4.68,-12.49%,1,57,12.68%,2019-12-24,2019-12-10,14
616,SPXW191224C03135000,2019-12-10 1:13PM EST,3135,32.5,31.6,32.0,-3.3,-9.22%,11,893,12.35%,2019-12-24,2019-12-10,14
617,SPXW191224C03140000,2019-12-10 1:26PM EST,3140,29.0,28.6,28.9,0.5,1.75%,17,114,12.09%,2019-12-24,2019-12-10,14
618,SPXW191224C03145000,2019-12-10 10:51AM EST,3145,25.8,25.4,25.8,0.2,0.78%,20,114,11.78%,2019-12-24,2019-12-10,14
619,SPXW191224C03150000,2019-12-10 10:48AM EST,3150,23.0,22.6,22.9,0.2,0.88%,66,1735,11.49%,2019-12-24,2019-12-10,14
620,SPXW191224C03155000,2019-12-10 10:49AM EST,3155,20.0,19.9,20.2,-1.85,-8.47%,4,1408,11.23%,2019-12-24,2019-12-10,14
621,SPXW191224C03160000,2019-12-10 12:01PM EST,3160,17.7,17.4,17.7,-1.25,-6.60%,37,898,10.98%,2019-12-24,2019-12-10,14
622,SPXW191224C03165000,2019-12-10 1:06PM EST,3165,15.2,15.0,15.3,-1.04,-6.40%,15,51,10.70%,2019-12-24,2019-12-10,14
623,SPXW191224C03170000,2019-12-10 12:23PM EST,3170,12.75,12.9,13.1,-1.82,-12.49%,24,129,10.43%,2019-12-24,2019-12-10,14
624,SPXW191224C03175000,2019-12-10 1:00PM EST,3175,11.3,11.1,11.3,-1.72,-13.21%,19,945,10.27%,2019-12-24,2019-12-10,14
625,SPXW191224C03180000,2019-12-10 12:11PM EST,3180,9.31,9.2,9.4,-1.19,-11.33%,11,597,9.98%,2019-12-24,2019-12-10,14
626,SPXW191224C03185000,2019-12-10 12:52PM EST,3185,7.3,7.7,7.9,-5.24,-41.79%,17,253,9.81%,2019-12-24,2019-12-10,14
627,SPXW191224C03190000,2019-12-10 11:07AM EST,3190,6.6,6.3,6.4,-0.13,-1.93%,25,262,9.54%,2019-12-24,2019-12-10,14
628,SPXW191224C03195000,2019-12-10 12:16PM EST,3195,5.3,5.1,5.3,-1.22,-18.71%,25,99,9.40%,2019-12-24,2019-12-10,14
629,SPXW191224C03200000,2019-12-10 12:46PM EST,3200,4.0,4.1,4.2,-1.1,-21.57%,190,6819,9.17%,2019-12-24,2019-12-10,14
630,SPXW191224C03205000,2019-12-10 11:31AM EST,3205,3.62,3.3,3.4,-0.08,-2.16%,66,1997,9.05%,2019-12-24,2019-12-10,14
631,SPXW191224C03210000,2019-12-10 12:44PM EST,3210,2.62,2.6,2.7,-0.66,-20.12%,82,181,8.92%,2019-12-24,2019-12-10,14
632,SPXW191224C03215000,2019-12-10 10:36AM EST,3215,2.1,2.05,2.2,-0.85,-28.81%,2,35,8.87%,2019-12-24,2019-12-10,14
633,SPXW191224C03220000,2019-12-10 12:18PM EST,3220,1.77,1.65,1.75,-0.41,-18.81%,55,99,8.79%,2019-12-24,2019-12-10,14
634,SPXW191224C03225000,2019-12-10 12:48PM EST,3225,1.31,1.3,1.45,-1.69,-56.33%,55,8226,8.81%,2019-12-24,2019-12-10,14
635,SPXW191224C03230000,2019-12-10 12:26PM EST,3230,1.11,1.05,1.15,-1.04,-48.37%,67,221,8.76%,2019-12-24,2019-12-10,14
636,SPXW191224C03235000,2019-12-10 11:01AM EST,3235,0.97,0.85,0.95,-0.35,-26.52%,38,65,8.80%,2019-12-24,2019-12-10,14
637,SPXW191224C03240000,2019-12-10 9:53AM EST,3240,0.75,0.7,0.8,-0.37,-33.04%,7,90,8.87%,2019-12-24,2019-12-10,14
638,SPXW191224C03245000,2019-12-10 12:26PM EST,3245,0.67,0.6,0.7,-0.58,-46.40%,15,7,9.00%,2019-12-24,2019-12-10,14
639,SPXW191224C03250000,2019-12-10 10:11AM EST,3250,0.57,0.5,0.6,-0.59,-50.86%,102,44,9.10%,2019-12-24,2019-12-10,14
640,SPXW191224C03260000,2019-12-10 9:43AM EST,3260,0.45,0.35,0.5,-0.42,-48.28%,1,13,9.47%,2019-12-24,2019-12-10,14
641,SPXW191224C03270000,2019-12-06 10:47AM EST,3270,0.5,0.25,0.4,0.0,-,10,14,9.76%,2019-12-24,2019-12-10,14
642,SPXW191224C03275000,2019-12-10 12:48PM EST,3275,0.31,0.25,0.35,-0.24,-43.64%,5,8183,9.88%,2019-12-24,2019-12-10,14
643,SPXW191224C03280000,2019-12-10 10:41AM EST,3280,0.26,0.2,0.35,-0.1,-27.78%,2,181,10.17%,2019-12-24,2019-12-10,14
644,SPXW191224C03290000,2019-12-05 3:59PM EST,3290,0.23,0.15,0.3,0.0,-,8,4,10.54%,2019-12-24,2019-12-10,14
645,SPXW191224C03300000,2019-12-10 10:41AM EST,3300,0.2,0.1,0.25,-0.05,-20.00%,2,67,10.85%,2019-12-24,2019-12-10,14
646,SPXW191224C03310000,2019-12-05 3:59PM EST,3310,0.17,0.1,0.25,0.0,-,-,0,11.41%,2019-12-24,2019-12-10,14
647,SPXW191224C03325000,2019-12-06 12:10PM EST,3325,0.2,0.05,0.2,0.0,-,2,5,11.91%,2019-12-24,2019-12-10,14
648,SPXW191224C03350000,2019-12-06 12:10PM EST,3350,0.15,0.05,0.2,0.0,-,1,11,13.23%,2019-12-24,2019-12-10,14
649,SPXW191224C03375000,2019-12-09 10:53AM EST,3375,0.1,0.0,0.15,0.0,-,6458,6469,14.09%,2019-12-24,2019-12-10,14
650,SPXW191224C03400000,2019-12-05 9:45AM EST,3400,0.07,0.0,0.15,0.0,-,3,53,15.33%,2019-12-24,2019-12-10,14
651,SPXW191224C03425000,2019-12-05 10:45AM EST,3425,0.1,0.0,0.1,0.0,-,45,55,15.87%,2019-12-24,2019-12-10,14
652,SPXW191224C03450000,2019-11-29 10:20AM EST,3450,0.1,0.0,0.1,0.0,-,48,48,17.04%,2019-12-24,2019-12-10,14
653,SPXW191227C02625000,2019-11-18 12:04AM EST,2625,462.77,511.0,515.5,0.0,-,-,2,44.76%,2019-12-27,2019-12-10,17
654,SPXW191227C02740000,2019-10-25 3:00PM EST,2740,292.09,403.8,406.6,0.0,-,215,215,43.35%,2019-12-27,2019-12-10,17
655,SPXW191227C02750000,2019-11-13 1:13PM EST,2750,349.33,387.9,390.9,0.0,-,2,1,35.48%,2019-12-27,2019-12-10,17
656,SPXW191227C02800000,2019-11-19 12:29PM EST,2800,324.34,338.4,341.3,0.0,-,-,2,32.04%,2019-12-27,2019-12-10,17
657,SPXW191227C02825000,2019-12-09 1:08PM EST,2825,320.17,313.6,316.7,0.0,-,1,21,30.53%,2019-12-27,2019-12-10,17
658,SPXW191227C02835000,2019-11-22 11:33AM EST,2835,272.74,303.0,306.6,0.0,-,3,3,29.58%,2019-12-27,2019-12-10,17
659,SPXW191227C02840000,2019-11-27 11:31AM EST,2840,307.64,299.3,301.9,0.0,-,-,2,29.54%,2019-12-27,2019-12-10,17
660,SPXW191227C02850000,2019-12-09 3:37PM EST,2850,290.16,289.5,292.0,0.0,-,4,6,28.83%,2019-12-27,2019-12-10,17
661,SPXW191227C02855000,2019-11-22 12:25PM EST,2855,257.0,284.6,287.3,0.0,-,3,3,28.75%,2019-12-27,2019-12-10,17
662,SPXW191227C02860000,2019-11-27 11:31AM EST,2860,288.07,279.7,282.2,0.0,-,4,3,28.22%,2019-12-27,2019-12-10,17
663,SPXW191227C02865000,2019-11-19 12:32PM EST,2865,261.05,274.8,277.3,0.0,-,-,1,27.92%,2019-12-27,2019-12-10,17
664,SPXW191227C02875000,2019-12-09 3:37PM EST,2875,267.98,265.0,267.5,0.0,-,1,24,27.29%,2019-12-27,2019-12-10,17
665,SPXW191227C02880000,2019-11-04 3:46PM EST,2880,209.76,266.9,271.0,0.0,-,1,1,33.99%,2019-12-27,2019-12-10,17
666,SPXW191227C02885000,2019-12-02 11:23AM EST,2885,237.63,254.9,257.7,0.0,-,1,1,26.65%,2019-12-27,2019-12-10,17
667,SPXW191227C02890000,2019-11-26 2:28PM EST,2890,250.62,250.2,252.5,0.0,-,2,13,26.02%,2019-12-27,2019-12-10,17
668,SPXW191227C02900000,2019-12-03 11:10AM EST,2900,189.83,240.4,243.2,0.0,-,1,1,25.86%,2019-12-27,2019-12-10,17
669,SPXW191227C02910000,2019-11-15 12:22PM EST,2910,214.18,231.0,233.6,0.0,-,2,1,25.36%,2019-12-27,2019-12-10,17
670,SPXW191227C02915000,2019-11-18 12:04AM EST,2915,186.16,226.0,228.7,0.0,-,-,11,25.01%,2019-12-27,2019-12-10,17
671,SPXW191227C02920000,2019-12-06 3:26PM EST,2920,230.75,221.3,223.8,0.0,-,10,11,24.66%,2019-12-27,2019-12-10,17
672,SPXW191227C02925000,2019-11-25 3:37PM EST,2925,211.83,216.5,219.0,0.0,-,3,11,24.39%,2019-12-27,2019-12-10,17
673,SPXW191227C02940000,2019-12-06 3:26PM EST,2940,211.81,202.0,204.6,0.0,-,10,10,23.55%,2019-12-27,2019-12-10,17
674,SPXW191227C02950000,2019-12-06 3:27PM EST,2950,202.68,191.8,195.9,0.0,-,15,26,23.63%,2019-12-27,2019-12-10,17
675,SPXW191227C02955000,2019-11-25 1:27PM EST,2955,182.58,187.9,190.4,0.0,-,2,2,22.79%,2019-12-27,2019-12-10,17
676,SPXW191227C02960000,2019-12-06 12:24PM EST,2960,194.55,183.0,185.6,0.0,-,10,2,22.48%,2019-12-27,2019-12-10,17
677,SPXW191227C02965000,2019-12-05 11:36AM EST,2965,154.69,177.7,181.9,0.0,-,-,1,22.92%,2019-12-27,2019-12-10,17
678,SPXW191227C02970000,2019-12-09 10:29AM EST,2970,183.22,173.0,177.2,0.0,-,21,22,22.64%,2019-12-27,2019-12-10,17
679,SPXW191227C02975000,2019-12-02 9:52AM EST,2975,168.44,168.4,172.0,0.0,-,5,519,22.02%,2019-12-27,2019-12-10,17
680,SPXW191227C02980000,2019-12-09 10:29AM EST,2980,173.93,164.3,166.7,0.0,-,21,25,21.34%,2019-12-27,2019-12-10,17
681,SPXW191227C02985000,2019-10-24 12:16PM EST,2985,76.62,138.8,143.5,0.0,-,-,4,0.00%,2019-12-27,2019-12-10,17
682,SPXW191227C02990000,2019-12-03 12:48PM EST,2990,113.7,155.0,157.5,0.0,-,2,3,20.89%,2019-12-27,2019-12-10,17
683,SPXW191227C02995000,2019-12-03 3:08PM EST,2995,112.9,150.6,152.9,0.0,-,10,22,20.64%,2019-12-27,2019-12-10,17
684,SPXW191227C03000000,2019-12-06 3:53PM EST,3000,153.28,145.1,148.1,0.0,-,2,205,20.26%,2019-12-27,2019-12-10,17
685,SPXW191227C03005000,2019-12-03 2:50PM EST,3005,104.2,140.6,143.7,0.0,-,2,45,20.11%,2019-12-27,2019-12-10,17
686,SPXW191227C03010000,2019-12-06 9:59AM EST,3010,142.82,136.9,139.0,0.0,-,2,125,19.77%,2019-12-27,2019-12-10,17
687,SPXW191227C03015000,2019-12-10 9:50AM EST,3015,130.02,131.7,134.9,13.5,11.59%,2,13,19.76%,2019-12-27,2019-12-10,17
688,SPXW191227C03020000,2019-12-10 9:50AM EST,3020,125.57,127.8,129.8,33.17,35.90%,2,2,19.18%,2019-12-27,2019-12-10,17
689,SPXW191227C03025000,2019-12-09 10:24AM EST,3025,132.35,122.8,125.4,0.0,-,1,747,18.97%,2019-12-27,2019-12-10,17
690,SPXW191227C03030000,2019-12-10 11:12AM EST,3030,121.41,118.9,121.0,-6.73,-5.25%,2,53,18.75%,2019-12-27,2019-12-10,17
691,SPXW191227C03035000,2019-12-05 11:21AM EST,3035,97.35,114.2,116.5,0.0,-,1,105,18.46%,2019-12-27,2019-12-10,17
692,SPXW191227C03040000,2019-12-09 12:30PM EST,3040,115.26,110.0,111.2,0.0,-,1,57,17.76%,2019-12-27,2019-12-10,17
693,SPXW191227C03045000,2019-12-05 1:28PM EST,3045,87.24,105.8,106.9,0.0,-,2,17,17.55%,2019-12-27,2019-12-10,17
694,SPXW191227C03050000,2019-12-06 3:03PM EST,3050,110.22,101.4,102.6,0.0,-,5,253,17.32%,2019-12-27,2019-12-10,17
695,SPXW191227C03055000,2019-12-10 10:05AM EST,3055,95.52,97.0,98.2,-10.38,-9.80%,8,94,17.03%,2019-12-27,2019-12-10,17
696,SPXW191227C03060000,2019-12-06 4:01PM EST,3060,93.79,92.8,93.8,-6.11,-6.12%,8,214,16.72%,2019-12-27,2019-12-10,17
697,SPXW191227C03065000,2019-12-06 9:44AM EST,3065,94.09,88.4,89.7,0.0,-,1,66,16.53%,2019-12-27,2019-12-10,17
698,SPXW191227C03070000,2019-12-06 3:00PM EST,3070,92.92,84.7,85.1,0.0,-,19,147,16.10%,2019-12-27,2019-12-10,17
699,SPXW191227C03075000,2019-12-10 11:33AM EST,3075,81.0,80.7,81.1,-2.15,-2.59%,6,1058,15.91%,2019-12-27,2019-12-10,17
700,SPXW191227C03080000,2019-12-10 10:25AM EST,3080,78.22,76.3,76.8,-0.74,-0.94%,4,526,15.57%,2019-12-27,2019-12-10,17
701,SPXW191227C03085000,2019-12-10 11:47AM EST,3085,74.4,72.3,72.7,13.83,22.83%,1,205,15.30%,2019-12-27,2019-12-10,17
702,SPXW191227C03090000,2019-12-09 3:44PM EST,3090,70.55,68.2,68.6,0.0,-,3,593,15.00%,2019-12-27,2019-12-10,17
703,SPXW191227C03095000,2019-12-10 1:23PM EST,3095,64.73,64.5,64.9,-2.37,-3.53%,1,71,14.84%,2019-12-27,2019-12-10,17
704,SPXW191227C03100000,2019-12-10 10:40AM EST,3100,61.72,60.2,60.6,-2.21,-3.46%,1,1322,14.42%,2019-12-27,2019-12-10,17
705,SPXW191227C03105000,2019-12-10 9:42AM EST,3105,56.8,56.4,56.9,-1.9,-3.24%,7,180,14.20%,2019-12-27,2019-12-10,17
706,SPXW191227C03110000,2019-12-10 11:08AM EST,3110,54.3,52.6,53.0,-0.8,-1.45%,10,275,13.88%,2019-12-27,2019-12-10,17
707,SPXW191227C03115000,2019-12-10 12:26PM EST,3115,47.6,48.9,49.3,-3.0,-5.93%,1,2347,13.61%,2019-12-27,2019-12-10,17
708,SPXW191227C03120000,2019-12-10 9:57AM EST,3120,42.87,45.4,45.7,-4.33,-9.17%,10,268,13.34%,2019-12-27,2019-12-10,17
709,SPXW191227C03125000,2019-12-10 10:32AM EST,3125,43.1,41.8,42.1,1.1,2.62%,9,590,13.03%,2019-12-27,2019-12-10,17
710,SPXW191227C03130000,2019-12-10 12:26PM EST,3130,37.2,38.4,38.7,-6.98,-15.80%,60,3708,12.77%,2019-12-27,2019-12-10,17
711,SPXW191227C03135000,2019-12-10 1:23PM EST,3135,35.44,34.9,35.2,-2.01,-5.37%,13,218,12.43%,2019-12-27,2019-12-10,17
