,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Exp_Date,Current Date,Time to Maturity
20,SPXW191224P02780000,2019-12-09 11:12AM EST,2780.0,1.1,1.4,1.6,0.0,-,127,198,29.77%,2019-12-24,2019-12-10,14
21,SPXW191224P02790000,2019-12-10 9:39AM EST,2790.0,2.05,1.5,1.65,0.9,+78.26%,9,81,29.14%,2019-12-24,2019-12-10,14
22,SPXW191224P02800000,2019-12-10 9:37AM EST,2800.0,1.8,1.55,1.75,0.6,+50.00%,2,253,28.66%,2019-12-24,2019-12-10,14
23,SPXW191224P02810000,2019-12-09 10:10AM EST,2810.0,1.2,1.65,1.85,0.0,-,10,92,28.14%,2019-12-24,2019-12-10,14
24,SPXW191224P02820000,2019-12-05 2:39PM EST,2820.0,1.8,1.75,1.9,0.0,-,-,20,27.50%,2019-12-24,2019-12-10,14
25,SPXW191224P02825000,2019-12-10 3:18PM EST,2825.0,2.0,1.8,2.0,0.55,+37.93%,1,1231,27.34%,2019-12-24,2019-12-10,14
26,SPXW191224P02830000,2019-12-09 11:12AM EST,2830.0,1.45,1.85,2.05,0.0,-,11,70,27.07%,2019-12-24,2019-12-10,14
27,SPXW191224P02840000,2019-12-10 12:07PM EST,2840.0,2.25,1.95,2.15,-1.65,-42.31%,45,1409,26.51%,2019-12-24,2019-12-10,14
28,SPXW191224P02850000,2019-12-10 9:37AM EST,2850.0,2.42,2.05,2.25,0.72,+42.35%,1,3510,25.93%,2019-12-24,2019-12-10,14
29,SPXW191224P02860000,2019-12-09 11:12AM EST,2860.0,1.8,2.2,2.4,0.0,-,13,632,25.43%,2019-12-24,2019-12-10,14
30,SPXW191224P02870000,2019-12-10 12:08PM EST,2870.0,2.7,2.35,2.55,-0.4,-12.90%,29,111,24.91%,2019-12-24,2019-12-10,14
31,SPXW191224P02875000,2019-12-10 1:38PM EST,2875.0,2.65,2.4,2.6,-0.64,-19.45%,23,613,24.59%,2019-12-24,2019-12-10,14
32,SPXW191224P02880000,2019-12-06 1:15PM EST,2880.0,1.82,2.5,2.7,0.0,-,1,123,24.36%,2019-12-24,2019-12-10,14
33,SPXW191224P02890000,2019-12-10 3:34PM EST,2890.0,3.3,2.7,2.9,-0.22,-6.25%,48,98,23.88%,2019-12-24,2019-12-10,14
34,SPXW191224P02900000,2019-12-10 12:44PM EST,2900.0,3.24,2.9,3.1,0.84,+35.00%,6,497,23.36%,2019-12-24,2019-12-10,14
35,SPXW191224P02910000,2019-12-10 3:34PM EST,2910.0,3.8,3.2,3.4,-0.22,-5.47%,26,31,22.97%,2019-12-24,2019-12-10,14
36,SPXW191224P02920000,2019-12-10 3:33PM EST,2920.0,4.07,3.4,3.6,1.27,+45.36%,30,10,22.39%,2019-12-24,2019-12-10,14
37,SPXW191224P02925000,2019-12-10 1:12PM EST,2925.0,3.57,3.5,3.8,0.63,+21.43%,1,759,22.22%,2019-12-24,2019-12-10,14
38,SPXW191224P02930000,2019-12-10 10:11AM EST,2930.0,4.32,3.7,3.9,-0.85,-16.44%,102,178,21.91%,2019-12-24,2019-12-10,14
39,SPXW191224P02935000,2019-12-06 10:21AM EST,2935.0,3.16,3.8,4.1,0.0,-,1,64,21.72%,2019-12-24,2019-12-10,14
40,SPXW191224P02940000,2019-12-10 3:33PM EST,2940.0,4.77,4.0,4.3,1.55,+48.14%,32,25,21.52%,2019-12-24,2019-12-10,14
41,SPXW191224P02945000,2019-12-10 1:11PM EST,2945.0,4.4,4.2,4.4,0.8,+22.22%,1,18,21.18%,2019-12-24,2019-12-10,14
42,SPXW191224P02950000,2019-12-10 9:39AM EST,2950.0,6.0,4.3,4.6,2.6,+76.47%,2,1058,20.96%,2019-12-24,2019-12-10,14
43,SPXW191224P02955000,2019-12-04 4:05PM EST,2955.0,8.5,4.5,4.8,0.0,-,53,100,20.72%,2019-12-24,2019-12-10,14
44,SPXW191224P02960000,2019-12-10 10:41AM EST,2960.0,4.7,4.8,5.0,-0.55,-10.48%,7,69,20.47%,2019-12-24,2019-12-10,14
45,SPXW191224P02965000,2019-12-10 10:51AM EST,2965.0,5.12,5.0,5.3,0.0,-,4,508,20.31%,2019-12-24,2019-12-10,14
46,SPXW191224P02970000,2019-12-10 9:57AM EST,2970.0,6.25,5.2,5.5,1.15,+22.55%,5,1828,20.04%,2019-12-24,2019-12-10,14
47,SPXW191224P02975000,2019-12-10 10:51AM EST,2975.0,5.57,5.5,5.7,0.47,+9.22%,4,980,19.75%,2019-12-24,2019-12-10,14
48,SPXW191224P02980000,2019-12-10 10:35AM EST,2980.0,5.83,5.8,6.1,-1.12,-16.12%,138,34,19.64%,2019-12-24,2019-12-10,14
49,SPXW191224P02985000,2019-12-10 2:35PM EST,2985.0,6.21,6.1,6.3,0.04,+0.65%,6,412,19.33%,2019-12-24,2019-12-10,14
50,SPXW191224P02990000,2019-12-10 1:09PM EST,2990.0,6.6,6.4,6.6,0.1,+1.54%,4,87,19.09%,2019-12-24,2019-12-10,14
51,SPXW191224P02995000,2019-12-10 1:12PM EST,2995.0,6.7,6.7,7.0,-1.17,-14.87%,4,60,18.92%,2019-12-24,2019-12-10,14
52,SPXW191224P03000000,2019-12-10 3:28PM EST,3000.0,7.5,7.0,7.3,-0.8,-9.64%,68,752,18.66%,2019-12-24,2019-12-10,14
53,SPXW191224P03005000,2019-12-10 3:54PM EST,3005.0,8.4,7.4,7.6,-0.3,-3.45%,19,40,18.38%,2019-12-24,2019-12-10,14
54,SPXW191224P03010000,2019-12-10 12:18PM EST,3010.0,7.87,7.7,8.0,0.37,+4.93%,11,117,18.16%,2019-12-24,2019-12-10,14
55,SPXW191224P03015000,2019-12-10 2:53PM EST,3015.0,8.1,8.1,8.4,0.0,-,22,63,17.92%,2019-12-24,2019-12-10,14
56,SPXW191224P03020000,2019-12-10 3:28PM EST,3020.0,9.1,8.6,8.9,0.41,+4.72%,26,51,17.73%,2019-12-24,2019-12-10,14
57,SPXW191224P03025000,2019-12-10 2:35PM EST,3025.0,9.19,9.0,9.3,1.59,+20.92%,41,690,17.46%,2019-12-24,2019-12-10,14
58,SPXW191224P03030000,2019-12-10 2:47PM EST,3030.0,9.7,9.5,9.8,-1.7,-14.91%,33,161,17.23%,2019-12-24,2019-12-10,14
59,SPXW191224P03035000,2019-12-10 3:24PM EST,3035.0,10.6,10.0,10.3,2.2,+26.19%,34,63,16.98%,2019-12-24,2019-12-10,14
60,SPXW191224P03040000,2019-12-10 3:15PM EST,3040.0,10.6,10.5,10.8,-1.8,-14.52%,13,41,16.72%,2019-12-24,2019-12-10,14
61,SPXW191224P03045000,2019-12-10 3:38PM EST,3045.0,12.7,11.1,11.4,-0.2,-1.55%,20,36,16.49%,2019-12-24,2019-12-10,14
62,SPXW191224P03050000,2019-12-10 2:57PM EST,3050.0,11.7,11.7,12.0,1.3,+12.50%,32,362,16.24%,2019-12-24,2019-12-10,14
63,SPXW191224P03055000,2019-12-10 3:59PM EST,3055.0,13.37,12.3,12.6,-1.13,-7.79%,626,255,15.97%,2019-12-24,2019-12-10,14
64,SPXW191224P03060000,2019-12-10 1:11PM EST,3060.0,13.1,13.0,13.3,-0.8,-5.76%,10,2207,15.73%,2019-12-24,2019-12-10,14
65,SPXW191224P03065000,2019-12-10 2:39PM EST,3065.0,13.8,13.7,14.0,-0.8,-5.48%,28,126,15.47%,2019-12-24,2019-12-10,14
66,SPXW191224P03070000,2019-12-10 3:33PM EST,3070.0,16.4,14.4,14.8,3.7,+29.13%,289,277,15.23%,2019-12-24,2019-12-10,14
67,SPXW191224P03075000,2019-12-10 3:39PM EST,3075.0,17.29,15.2,15.6,1.64,+10.48%,9,1517,14.97%,2019-12-24,2019-12-10,14
68,SPXW191224P03080000,2019-12-10 2:41PM EST,3080.0,16.3,16.0,16.4,1.23,+8.16%,19,878,14.68%,2019-12-24,2019-12-10,14
69,SPXW191224P03085000,2019-12-10 1:50PM EST,3085.0,17.2,16.9,17.3,2.6,+17.81%,33,156,14.40%,2019-12-24,2019-12-10,14
70,SPXW191224P03090000,2019-12-10 3:59PM EST,3090.0,19.23,17.9,18.3,1.93,+11.16%,855,406,14.15%,2019-12-24,2019-12-10,14
71,SPXW191224P03095000,2019-12-10 3:38PM EST,3095.0,21.2,18.8,19.3,-0.2,-0.93%,2,70,13.86%,2019-12-24,2019-12-10,14
72,SPXW191224P03100000,2019-12-10 3:52PM EST,3100.0,22.21,19.9,20.3,-0.12,-0.54%,24,242,13.54%,2019-12-24,2019-12-10,14
73,SPXW191224P03105000,2019-12-10 10:24AM EST,3105.0,20.2,21.0,21.5,2.53,+14.32%,3,89,13.27%,2019-12-24,2019-12-10,14
74,SPXW191224P03110000,2019-12-10 10:37AM EST,3110.0,21.05,22.2,22.7,-3.75,-15.12%,5,356,12.97%,2019-12-24,2019-12-10,14
75,SPXW191224P03115000,2019-12-10 3:36PM EST,3115.0,27.23,23.5,24.0,2.23,+8.92%,31,96,12.67%,2019-12-24,2019-12-10,14
76,SPXW191224P03120000,2019-12-10 4:05PM EST,3120.0,26.0,24.9,25.4,1.95,+8.11%,1021,1024,12.37%,2019-12-24,2019-12-10,14
77,SPXW191224P03125000,2019-12-10 10:27AM EST,3125.0,24.6,26.3,26.9,-0.85,-3.34%,1,113,12.06%,2019-12-24,2019-12-10,14
78,SPXW191224P03130000,2019-12-10 3:38PM EST,3130.0,31.0,27.9,28.5,6.93,+28.79%,41,40,11.75%,2019-12-24,2019-12-10,14
79,SPXW191224P03135000,2019-12-10 3:35PM EST,3135.0,34.11,29.6,30.2,2.11,+6.59%,125,156,11.42%,2019-12-24,2019-12-10,14
80,SPXW191224P03140000,2019-12-10 3:59PM EST,3140.0,33.65,31.4,32.1,1.65,+5.16%,287,19,11.12%,2019-12-24,2019-12-10,14
81,SPXW191224P03145000,2019-12-10 3:24PM EST,3145.0,35.08,33.4,34.1,2.73,+8.44%,4,30,10.80%,2019-12-24,2019-12-10,14
82,SPXW191224P03150000,2019-12-10 10:27AM EST,3150.0,33.35,35.6,36.2,2.57,+8.35%,6,11,10.45%,2019-12-24,2019-12-10,14
83,SPXW191224P03160000,2019-12-10 2:06PM EST,3160.0,40.15,40.3,41.0,-51.57,-56.23%,31,106,9.78%,2019-12-24,2019-12-10,14
84,SPXW191224P03165000,2019-12-10 2:42PM EST,3165.0,43.41,43.0,43.7,0.16,+0.37%,30,4,9.45%,2019-12-24,2019-12-10,14
85,SPXW191224P03170000,2019-12-10 2:42PM EST,3170.0,46.2,45.9,46.5,6.06,+15.10%,30,1,9.06%,2019-12-24,2019-12-10,14
86,SPXW191224P03175000,2019-12-10 2:46PM EST,3175.0,48.79,48.9,49.6,5.36,+12.34%,15,1,8.70%,2019-12-24,2019-12-10,14
87,SPXW191224P03180000,2019-12-10 2:46PM EST,3180.0,52.01,51.7,53.4,-9.28,-15.14%,16,1,8.61%,2019-12-24,2019-12-10,14
88,SPXW191224P03190000,2019-12-06 2:00PM EST,3190.0,51.68,58.2,61.9,0.0,-,10,10,8.74%,2019-12-24,2019-12-10,14
89,SPXW191224P03200000,2019-12-06 11:11AM EST,3200.0,59.55,66.1,70.0,0.0,-,1,2,8.24%,2019-12-24,2019-12-10,14
0,SPXW191227P01600000,2019-10-28 8:32AM EST,1600.0,0.1,0.0,0.0,0.0,-,-,10,50.00%,2019-12-27,2019-12-10,17
1,SPXW191227P01700000,2019-11-04 12:12AM EST,1700.0,0.2,0.0,0.0,0.0,-,3,3,50.00%,2019-12-27,2019-12-10,17
2,SPXW191227P01800000,2019-11-14 4:13PM EST,1800.0,0.05,0.0,0.1,0.0,-,5,50,75.59%,2019-12-27,2019-12-10,17
3,SPXW191227P01850000,2019-10-28 9:59AM EST,1850.0,0.2,0.0,0.0,0.0,-,-,5,50.00%,2019-12-27,2019-12-10,17
4,SPXW191227P01900000,2019-12-09 12:24PM EST,1900.0,0.05,0.0,0.1,0.0,-,10,251,68.56%,2019-12-27,2019-12-10,17
5,SPXW191227P01950000,2019-11-21 2:41PM EST,1950.0,0.05,0.0,0.1,0.0,-,5,17,65.23%,2019-12-27,2019-12-10,17
6,SPXW191227P02000000,2019-11-18 12:05AM EST,2000.0,0.05,0.0,0.1,0.0,-,-,5,61.91%,2019-12-27,2019-12-10,17
7,SPXW191227P02050000,2019-12-02 10:54AM EST,2050.0,0.05,0.0,0.15,0.0,-,5,1,60.55%,2019-12-27,2019-12-10,17
8,SPXW191227P02100000,2019-12-02 10:10AM EST,2100.0,0.05,0.05,0.15,0.0,-,98,99,58.69%,2019-12-27,2019-12-10,17
9,SPXW191227P02150000,2019-12-06 3:36PM EST,2150.0,0.05,0.05,0.15,0.0,-,49,1211,55.47%,2019-12-27,2019-12-10,17
10,SPXW191227P02200000,2019-12-09 11:27AM EST,2200.0,0.1,0.1,0.2,0.0,-,15,565,54.20%,2019-12-27,2019-12-10,17
11,SPXW191227P02250000,2019-12-05 10:25AM EST,2250.0,0.05,0.1,0.25,0.0,-,17,96,51.71%,2019-12-27,2019-12-10,17
12,SPXW191227P02275000,2019-12-10 11:12AM EST,2275.0,0.25,0.15,0.25,0.2,+400.00%,2,80,50.73%,2019-12-27,2019-12-10,17
13,SPXW191227P02300000,2019-12-02 9:30AM EST,2300.0,0.05,0.15,0.25,0.0,-,2,17611,50.20%,2019-12-27,2019-12-10,17
14,SPXW191227P02325000,2019-12-02 10:23AM EST,2325.0,0.1,0.15,0.3,0.0,-,19,63,49.46%,2019-12-27,2019-12-10,17
15,SPXW191227P02350000,2019-12-02 1:15PM EST,2350.0,0.05,0.2,0.3,0.0,-,5,224,47.85%,2019-12-27,2019-12-10,17
16,SPXW191227P02375000,2019-12-10 10:13AM EST,2375.0,0.4,0.25,0.35,0.35,+700.00%,17,126,46.97%,2019-12-27,2019-12-10,17
17,SPXW191227P02400000,2019-12-10 10:30AM EST,2400.0,0.45,0.25,0.4,0.05,+12.50%,54,2599,46.00%,2019-12-27,2019-12-10,17
18,SPXW191227P02425000,2019-12-06 3:52PM EST,2425.0,0.15,0.3,0.4,0.0,-,1,2055,44.39%,2019-12-27,2019-12-10,17
19,SPXW191227P02450000,2019-12-10 10:48AM EST,2450.0,0.45,0.35,0.45,-0.05,-10.00%,26,5928,43.31%,2019-12-27,2019-12-10,17
20,SPXW191227P02460000,2019-12-06 3:47PM EST,2460.0,0.15,0.4,0.5,0.0,-,4,174,43.18%,2019-12-27,2019-12-10,17
21,SPXW191227P02470000,2019-12-10 1:05PM EST,2470.0,0.5,0.4,0.5,-0.2,-28.57%,13,319,42.53%,2019-12-27,2019-12-10,17
22,SPXW191227P02475000,2019-12-10 10:30AM EST,2475.0,0.6,0.4,0.5,-0.15,-20.00%,16,1928,42.20%,2019-12-27,2019-12-10,17
23,SPXW191227P02480000,2019-12-09 11:03AM EST,2480.0,0.3,0.4,0.5,0.0,-,178,1289,41.87%,2019-12-27,2019-12-10,17
24,SPXW191227P02490000,2019-12-09 11:02AM EST,2490.0,0.3,0.45,0.55,0.0,-,92,3459,41.68%,2019-12-27,2019-12-10,17
25,SPXW191227P02500000,2019-12-09 3:03PM EST,2500.0,0.5,0.45,0.55,0.0,-,398,3031,41.02%,2019-12-27,2019-12-10,17
26,SPXW191227P02510000,2019-12-09 11:20AM EST,2510.0,0.4,0.5,0.6,0.0,-,62,91,40.78%,2019-12-27,2019-12-10,17
27,SPXW191227P02520000,2019-12-10 11:01AM EST,2520.0,0.65,0.5,0.6,-0.25,-27.78%,100,377,40.14%,2019-12-27,2019-12-10,17
28,SPXW191227P02525000,2019-12-10 9:41AM EST,2525.0,0.8,0.55,0.6,0.7,+700.00%,10,2373,39.80%,2019-12-27,2019-12-10,17
29,SPXW191227P02530000,2019-12-10 9:39AM EST,2530.0,0.8,0.55,0.6,0.4,+100.00%,200,1862,39.48%,2019-12-27,2019-12-10,17
30,SPXW191227P02540000,2019-12-10 9:41AM EST,2540.0,0.85,0.55,0.65,0.0,-,10,15000,39.20%,2019-12-27,2019-12-10,17
31,SPXW191227P02550000,2019-12-09 11:03AM EST,2550.0,0.9,0.6,0.7,0.45,+100.00%,10,19365,38.89%,2019-12-27,2019-12-10,17
32,SPXW191227P02560000,2019-12-10 4:14PM EST,2560.0,0.65,0.6,0.7,-0.65,-50.00%,2,497,38.23%,2019-12-27,2019-12-10,17
33,SPXW191227P02570000,2019-12-10 9:42AM EST,2570.0,0.95,0.65,0.75,0.7,+280.00%,10,424,37.90%,2019-12-27,2019-12-10,17
34,SPXW191227P02575000,2019-12-09 4:12PM EST,2575.0,0.95,0.65,0.75,0.0,-,61,1514,37.57%,2019-12-27,2019-12-10,17
35,SPXW191227P02580000,2019-12-10 9:40AM EST,2580.0,1.05,0.7,0.75,0.55,+110.00%,14,243,37.24%,2019-12-27,2019-12-10,17
36,SPXW191227P02590000,2019-12-09 11:02AM EST,2590.0,0.5,0.7,0.8,0.0,-,46,230,36.88%,2019-12-27,2019-12-10,17
37,SPXW191227P02600000,2019-12-10 3:53PM EST,2600.0,0.92,0.75,0.85,0.54,+142.11%,368,9414,36.50%,2019-12-27,2019-12-10,17
38,SPXW191227P02610000,2019-12-09 3:52PM EST,2610.0,1.0,0.8,0.85,0.0,-,200,710,35.84%,2019-12-27,2019-12-10,17
39,SPXW191227P02620000,2019-12-06 11:18AM EST,2620.0,0.4,0.8,0.9,0.0,-,1,415,35.44%,2019-12-27,2019-12-10,17
40,SPXW191227P02625000,2019-12-10 11:12AM EST,2625.0,1.0,0.85,0.95,0.6,+150.00%,12,175,35.36%,2019-12-27,2019-12-10,17
41,SPXW191227P02630000,2019-12-10 3:51PM EST,2630.0,1.05,0.85,0.95,0.6,+133.33%,57,338,35.02%,2019-12-27,2019-12-10,17
42,SPXW191227P02635000,2019-12-04 4:01PM EST,2635.0,0.6,0.9,0.95,0.0,-,271,323,34.69%,2019-12-27,2019-12-10,17
43,SPXW191227P02640000,2019-12-10 8:35AM EST,2640.0,0.85,0.9,1.0,0.4,+88.89%,121,138,34.60%,2019-12-27,2019-12-10,17
44,SPXW191227P02645000,2019-12-10 8:35AM EST,2645.0,0.85,0.9,1.0,0.25,+41.67%,90,242,34.26%,2019-12-27,2019-12-10,17
45,SPXW191227P02650000,2019-12-10 4:05PM EST,2650.0,1.05,0.95,1.05,-0.1,-8.70%,73,745,34.16%,2019-12-27,2019-12-10,17
46,SPXW191227P02655000,2019-12-10 3:50PM EST,2655.0,1.17,0.95,1.05,-0.23,-16.43%,124,158,33.81%,2019-12-27,2019-12-10,17
47,SPXW191227P02660000,2019-11-27 3:13PM EST,2660.0,0.65,1.0,1.1,0.0,-,12,116,33.69%,2019-12-27,2019-12-10,17
48,SPXW191227P02665000,2019-12-10 3:49PM EST,2665.0,1.22,1.0,1.1,0.67,+121.82%,2,81,33.36%,2019-12-27,2019-12-10,17
49,SPXW191227P02670000,2019-12-04 3:15PM EST,2670.0,1.55,1.05,1.15,0.75,+93.75%,14,254,33.23%,2019-12-27,2019-12-10,17
50,SPXW191227P02675000,2019-12-10 9:42AM EST,2675.0,1.5,1.05,1.15,0.4,+36.36%,11,498,32.89%,2019-12-27,2019-12-10,17
51,SPXW191227P02680000,2019-12-10 8:35AM EST,2680.0,1.05,1.1,1.2,0.03,+2.94%,124,163,32.75%,2019-12-27,2019-12-10,17
52,SPXW191227P02685000,2019-12-09 2:21PM EST,2685.0,1.07,1.1,1.2,0.0,-,81,51,32.40%,2019-12-27,2019-12-10,17
53,SPXW191227P02690000,2019-12-09 4:00PM EST,2690.0,1.5,1.15,1.25,0.0,-,4,232,32.26%,2019-12-27,2019-12-10,17
54,SPXW191227P02695000,2019-12-10 2:15PM EST,2695.0,1.35,1.15,1.3,0.5,+58.82%,71,167,32.10%,2019-12-27,2019-12-10,17
55,SPXW191227P02700000,2019-12-09 11:08AM EST,2700.0,0.85,1.2,1.3,0.0,-,94,1415,31.76%,2019-12-27,2019-12-10,17
56,SPXW191227P02705000,2019-12-09 10:19AM EST,2705.0,0.8,1.25,1.35,0.0,-,1,158,31.59%,2019-12-27,2019-12-10,17
57,SPXW191227P02710000,2019-12-10 9:37AM EST,2710.0,1.55,1.25,1.35,0.43,+38.39%,9,732,31.24%,2019-12-27,2019-12-10,17
58,SPXW191227P02715000,2019-12-09 3:03PM EST,2715.0,1.25,1.3,1.4,0.0,-,102,123,31.07%,2019-12-27,2019-12-10,17
59,SPXW191227P02720000,2019-12-09 1:47PM EST,2720.0,1.6,1.35,1.45,0.4,+33.33%,8,833,30.89%,2019-12-27,2019-12-10,17
60,SPXW191227P02725000,2019-12-09 3:53PM EST,2725.0,1.65,1.35,1.5,0.0,-,115,3478,30.70%,2019-12-27,2019-12-10,17
61,SPXW191227P02730000,2019-12-09 3:47PM EST,2730.0,1.65,1.4,1.5,0.0,-,2,225,30.35%,2019-12-27,2019-12-10,17
62,SPXW191227P02735000,2019-12-09 3:34PM EST,2735.0,1.55,1.45,1.55,0.0,-,52,665,30.16%,2019-12-27,2019-12-10,17
63,SPXW191227P02740000,2019-12-09 3:43PM EST,2740.0,1.7,1.45,1.6,0.0,-,54,159,29.96%,2019-12-27,2019-12-10,17
64,SPXW191227P02745000,2019-12-09 4:13PM EST,2745.0,1.95,1.5,1.65,0.0,-,179,253,29.76%,2019-12-27,2019-12-10,17
65,SPXW191227P02750000,2019-12-10 8:35AM EST,2750.0,1.5,1.55,1.65,-0.3,-16.67%,90,1887,29.40%,2019-12-27,2019-12-10,17
66,SPXW191227P02755000,2019-12-09 10:19AM EST,2755.0,1.1,1.6,1.7,0.0,-,3,66,29.19%,2019-12-27,2019-12-10,17
67,SPXW191227P02760000,2019-12-10 9:30AM EST,2760.0,1.85,1.65,1.75,0.35,+23.33%,104,2246,28.97%,2019-12-27,2019-12-10,17
68,SPXW191227P02765000,2019-12-09 11:07AM EST,2765.0,1.25,1.65,1.8,0.0,-,17,42,28.75%,2019-12-27,2019-12-10,17
69,SPXW191227P02770000,2019-12-03 9:47AM EST,2770.0,2.1,1.7,1.85,0.0,-,49,787,28.53%,2019-12-27,2019-12-10,17
70,SPXW191227P02775000,2019-12-09 1:24PM EST,2775.0,1.6,1.75,1.9,0.0,-,197,1527,28.30%,2019-12-27,2019-12-10,17
71,SPXW191227P02780000,2019-12-10 9:46AM EST,2780.0,2.35,1.8,1.95,0.25,+11.90%,20,170,28.06%,2019-12-27,2019-12-10,17
72,SPXW191227P02785000,2019-12-10 3:10PM EST,2785.0,2.05,1.85,2.0,-0.05,-2.38%,51,2568,27.82%,2019-12-27,2019-12-10,17
73,SPXW191227P02790000,2019-12-10 3:38PM EST,2790.0,2.25,1.9,2.05,0.45,+25.00%,23,286,27.58%,2019-12-27,2019-12-10,17
74,SPXW191227P02795000,2019-12-10 8:35AM EST,2795.0,1.95,1.95,2.1,0.45,+30.00%,90,244,27.33%,2019-12-27,2019-12-10,17
75,SPXW191227P02800000,2019-12-10 1:37PM EST,2800.0,2.2,2.0,2.15,-0.35,-13.73%,55,3765,27.08%,2019-12-27,2019-12-10,17
76,SPXW191227P02805000,2019-12-10 3:33PM EST,2805.0,2.5,2.05,2.2,0.9,+56.25%,1,130,26.83%,2019-12-27,2019-12-10,17
77,SPXW191227P02810000,2019-12-10 3:23PM EST,2810.0,2.4,2.15,2.25,0.36,+17.65%,51,2404,26.57%,2019-12-27,2019-12-10,17
78,SPXW191227P02815000,2019-12-10 10:40AM EST,2815.0,2.35,2.2,2.35,0.15,+6.82%,222,109,26.41%,2019-12-27,2019-12-10,17
79,SPXW191227P02820000,2019-12-09 11:07AM EST,2820.0,1.75,2.25,2.4,0.0,-,3,66,26.15%,2019-12-27,2019-12-10,17
80,SPXW191227P02825000,2019-12-10 9:31AM EST,2825.0,2.65,2.3,2.45,0.85,+47.22%,69,427,25.88%,2019-12-27,2019-12-10,17
81,SPXW191227P02830000,2019-12-10 10:26AM EST,2830.0,2.6,2.4,2.55,0.26,+11.11%,50,1053,25.70%,2019-12-27,2019-12-10,17
82,SPXW191227P02835000,2019-12-10 3:59PM EST,2835.0,2.75,2.45,2.6,0.0,-,31,90,25.42%,2019-12-27,2019-12-10,17
83,SPXW191227P02840000,2019-12-10 3:38PM EST,2840.0,3.0,2.55,2.7,0.55,+22.45%,17,179,25.22%,2019-12-27,2019-12-10,17
84,SPXW191227P02845000,2019-12-09 11:07AM EST,2845.0,2.05,2.65,2.8,0.0,-,2,95,25.02%,2019-12-27,2019-12-10,17
85,SPXW191227P02850000,2019-12-10 1:46PM EST,2850.0,2.94,2.7,2.85,0.44,+17.60%,155,6171,24.73%,2019-12-27,2019-12-10,17
86,SPXW191227P02855000,2019-12-10 3:48PM EST,2855.0,3.2,2.8,2.95,0.95,+42.22%,14,155,24.52%,2019-12-27,2019-12-10,17
87,SPXW191227P02860000,2019-12-10 3:59PM EST,2860.0,3.2,2.9,3.1,-0.17,-5.04%,28,6041,24.38%,2019-12-27,2019-12-10,17
88,SPXW191227P02865000,2019-12-09 11:05AM EST,2865.0,2.4,3.0,3.2,0.0,-,14,676,24.15%,2019-12-27,2019-12-10,17
89,SPXW191227P02870000,2019-12-10 3:58PM EST,2870.0,3.5,3.1,3.3,1.17,+50.21%,18,702,23.91%,2019-12-27,2019-12-10,17
90,SPXW191227P02875000,2019-12-10 3:20PM EST,2875.0,3.47,3.2,3.4,0.75,+27.57%,50,6553,23.67%,2019-12-27,2019-12-10,17
91,SPXW191227P02880000,2019-12-10 3:49PM EST,2880.0,3.7,3.3,3.5,0.51,+15.99%,42,1510,23.43%,2019-12-27,2019-12-10,17
92,SPXW191227P02885000,2019-12-10 9:45AM EST,2885.0,4.39,3.4,3.7,1.43,+48.31%,5,2937,23.31%,2019-12-27,2019-12-10,17
93,SPXW191227P02890000,2019-12-10 3:30PM EST,2890.0,4.0,3.6,3.8,0.15,+3.90%,10,2398,23.05%,2019-12-27,2019-12-10,17
94,SPXW191227P02895000,2019-12-10 3:20PM EST,2895.0,3.97,3.7,3.9,0.97,+32.33%,10,121,22.78%,2019-12-27,2019-12-10,17
95,SPXW191227P02900000,2019-12-10 10:27AM EST,2900.0,4.0,3.8,4.1,0.0,-,1,3269,22.63%,2019-12-27,2019-12-10,17
96,SPXW191227P02905000,2019-12-10 3:12PM EST,2905.0,4.2,4.0,4.2,1.0,+31.25%,4,64,22.35%,2019-12-27,2019-12-10,17
97,SPXW191227P02910000,2019-12-10 3:51PM EST,2910.0,4.75,4.1,4.4,1.46,+44.38%,235,463,22.18%,2019-12-27,2019-12-10,17
98,SPXW191227P02915000,2019-12-10 9:38AM EST,2915.0,4.6,4.3,4.6,0.88,+23.66%,21,188,22.00%,2019-12-27,2019-12-10,17
99,SPXW191227P02920000,2019-12-10 3:11PM EST,2920.0,4.75,4.5,4.7,1.15,+31.94%,28,295,21.70%,2019-12-27,2019-12-10,17
100,SPXW191227P02925000,2019-12-09 1:49PM EST,2925.0,5.26,4.7,4.9,0.0,-,4158,2331,21.50%,2019-12-27,2019-12-10,17
101,SPXW191227P02930000,2019-12-10 3:38PM EST,2930.0,5.69,4.9,5.1,1.69,+42.25%,11,431,21.30%,2019-12-27,2019-12-10,17
102,SPXW191227P02935000,2019-12-10 3:34PM EST,2935.0,6.1,5.1,5.3,1.9,+45.24%,11,189,21.08%,2019-12-27,2019-12-10,17
103,SPXW191227P02940000,2019-12-10 9:46AM EST,2940.0,6.4,5.3,5.5,1.86,+40.97%,1,270,20.85%,2019-12-27,2019-12-10,17
104,SPXW191227P02945000,2019-12-10 3:34PM EST,2945.0,6.6,5.5,5.8,2.0,+43.48%,3,245,20.70%,2019-12-27,2019-12-10,17
105,SPXW191227P02950000,2019-12-10 3:28PM EST,2950.0,6.2,5.8,6.0,-0.65,-9.49%,8,3206,20.45%,2019-12-27,2019-12-10,17
